size,layers,interval,repetition,algorithm,start,stop,step,pp_time,arcs,nnodes,dual,primal,gap,status,time
200,25,0.9,2,faolp,0,0,0,25,310,0,0,1512,0,heuristic,30
200,25,0.9,2,faolr,0,0,0,49,310,0,0,1512,0,heuristic,54
200,25,0.9,2,faosp,0,0,0,30,207,0,0,1691,0,heuristic,32
200,25,0.9,2,vnd,0,0,0,0,4400,0,0,1512,0,heuristic,363
200,25,0.9,3,exact,0,0,0,0,4400,12754,1253.88,1254,0.00992232,Optimal,1640
200,25,0.9,3,faolp,0,0,0,24,317,0,0,1256,0,heuristic,30
200,25,0.9,3,faolr,0,0,0,36,315,0,0,1256,0,heuristic,43
200,25,0.9,3,faosp,0,0,0,36,209,0,0,1623,0,heuristic,38
200,25,0.9,3,vnd,0,0,0,0,4400,0,0,1254,0,heuristic,424
200,25,0.9,4,exact,0,0,0,0,4400,0,776.977,777,0.0029428,Optimal,41
200,25,0.9,4,faolp,0,0,0,24,291,0,0,777,0,heuristic,27
200,25,0.9,4,faolr,0,0,0,36,291,0,0,777,0,heuristic,39
200,25,0.9,4,faosp,0,0,0,29,203,0,0,1307,0,heuristic,31
200,25,0.9,4,vnd,0,0,0,0,4400,0,0,777,0,heuristic,230
200,25,0.9,5,exact,0,0,0,0,4400,1248,1649.9,1650,0.00587612,Optimal,127
200,25,0.9,5,faolp,0,0,0,22,310,0,0,1654,0,heuristic,25
200,25,0.9,5,faolr,0,0,0,31,309,0,0,1654,0,heuristic,34
200,25,0.9,5,faosp,0,0,0,31,213,0,0,1853,0,heuristic,33
200,25,0.9,5,vnd,0,0,0,0,4400,0,0,1650,0,heuristic,363
200,5,0.3,1,exact,0,0,0,0,980,937,14543.2,22583,35.6013,Feasible,3600
200,5,0.3,1,faolp,0,0,0,49,508,0,0,22572,0,heuristic,3649
200,5,0.3,1,faolr,0,0,0,172,508,0,0,22572,0,heuristic,3772
200,5,0.3,1,faosp,0,0,0,64,226,0,0,23934,0,heuristic,65
200,5,0.3,1,vnd,0,0,0,0,980,0,0,26130,0,heuristic,20
200,5,0.3,2,exact,0,0,0,0,980,1123,34180,52019,34.2932,Feasible,3600
200,5,0.3,2,faolp,0,0,0,47,470,0,0,51494,0,heuristic,3647
200,5,0.3,2,faolr,0,0,0,97,470,0,0,51494,0,heuristic,3600
200,5,0.3,2,faosp,0,0,0,51,215,0,0,65362,0,heuristic,51
200,5,0.3,2,vnd,0,0,0,0,980,0,0,67615,0,heuristic,20
200,5,0.3,3,exact,0,0,0,0,980,1721,19467.4,31006,37.214,Feasible,3600
200,5,0.3,3,faolp,0,0,0,31,465,0,0,30266,0,heuristic,3631
200,5,0.3,3,faolr,0,0,0,158,465,0,0,30311,0,heuristic,3600
200,5,0.3,3,faosp,0,0,0,37,211,0,0,37293,0,heuristic,37
200,5,0.3,3,vnd,0,0,0,0,980,0,0,39274,0,heuristic,20
200,5,0.3,4,exact,0,0,0,0,980,1270,26707.8,40648,34.295,Feasible,3600
200,5,0.3,4,faolp,0,0,0,62,459,0,0,37418,0,heuristic,3662
200,5,0.3,4,faolr,0,0,0,164,459,0,0,37418,0,heuristic,3600
200,5,0.3,4,faosp,0,0,0,41,216,0,0,44862,0,heuristic,42
200,5,0.3,4,vnd,0,0,0,0,980,0,0,45976,0,heuristic,20
200,5,0.3,5,exact,0,0,0,0,980,1663,38143.3,59188,35.5557,Feasible,3600
200,5,0.3,5,faolp,0,0,0,35,481,0,0,56493,0,heuristic,3635
200,5,0.3,5,faolr,0,0,0,189,481,0,0,56493,0,heuristic,3600
200,5,0.3,5,faosp,0,0,0,172,223,0,0,69853,0,heuristic,173
200,5,0.3,5,vnd,0,0,0,0,980,0,0,74130,0,heuristic,261
200,5,0.6,1,exact,0,0,0,0,980,3127,5427.14,6088,10.8551,Feasible,3600
200,5,0.6,1,faolp,0,0,0,14,328,0,0,6099,0,heuristic,28
200,5,0.6,1,faolr,0,0,0,69,328,0,0,6099,0,heuristic,84
200,5,0.6,1,faosp,0,0,0,32,207,0,0,8812,0,heuristic,33
200,5,0.6,1,vnd,0,0,0,0,980,0,0,6107,0,heuristic,441
200,5,0.6,2,exact,0,0,0,0,980,2634,17757.2,23480,24.3731,Feasible,3600
200,5,0.6,2,faolp,0,0,0,11,351,0,0,24819,0,heuristic,321
200,5,0.6,2,faolr,0,0,0,42,351,0,0,24819,0,heuristic,355
200,5,0.6,2,faosp,0,0,0,51,214,0,0,38541,0,heuristic,52
200,5,0.6,2,vnd,0,0,0,0,980,0,0,26073,0,heuristic,441
200,5,0.6,3,exact,0,0,0,0,980,7495,18143.4,18913,4.06908,Feasible,3600
200,5,0.6,3,faolp,0,0,0,18,366,0,0,18913,0,heuristic,106
200,5,0.6,3,faolr,0,0,0,84,366,0,0,18913,0,heuristic,174
200,5,0.6,3,faosp,0,0,0,43,212,0,0,23175,0,heuristic,44
200,5,0.6,3,vnd,0,0,0,0,980,0,0,19010,0,heuristic,381
200,5,0.6,4,exact,0,0,0,0,980,13046,16113.4,16115,0.0099175,Optimal,3183
200,5,0.6,4,faolp,0,0,0,30,346,0,0,16116,0,heuristic,51
200,5,0.6,4,faolr,0,0,0,94,345,0,0,16116,0,heuristic,119
200,5,0.6,4,faosp,0,0,0,45,214,0,0,19107,0,heuristic,45
200,5,0.6,4,vnd,0,0,0,0,980,0,0,16123,0,heuristic,381
200,5,0.6,5,exact,0,0,0,0,980,5593,24812.7,27503,9.7819,Feasible,3600
200,5,0.6,5,faolp,0,0,0,18,361,0,0,27503,0,heuristic,162
200,5,0.6,5,faolr,0,0,0,48,361,0,0,27503,0,heuristic,194
200,5,0.6,5,faosp,0,0,0,43,214,0,0,32925,0,heuristic,44
200,5,0.6,5,vnd,0,0,0,0,980,0,0,30747,0,heuristic,261
200,5,0.9,1,exact,0,0,0,0,980,1174,4058.63,4059,0.00908017,Optimal,151
200,5,0.9,1,faolp,0,0,0,10,296,0,0,4059,0,heuristic,14
200,5,0.9,1,faolr,0,0,0,20,296,0,0,4059,0,heuristic,25
200,5,0.9,1,faosp,0,0,0,24,203,0,0,6294,0,heuristic,24
200,5,0.9,1,vnd,0,0,0,0,980,0,0,4059,0,heuristic,261
200,5,0.9,2,exact,0,0,0,0,980,1928,9218.64,9219,0.00390953,Optimal,151
200,5,0.9,2,faolp,0,0,0,9,278,0,0,9446,0,heuristic,10
200,5,0.9,2,faolr,0,0,0,24,278,0,0,9446,0,heuristic,26
200,5,0.9,2,faosp,0,0,0,19,207,0,0,9692,0,heuristic,20
200,5,0.9,2,vnd,0,0,0,0,980,0,0,9219,0,heuristic,260
200,5,0.9,3,exact,0,0,0,0,980,833,5482.51,5483,0.0089171,Optimal,78
200,5,0.9,3,faolp,0,0,0,11,281,0,0,5491,0,heuristic,12
200,5,0.9,3,faolr,0,0,0,44,282,0,0,5491,0,heuristic,45
200,5,0.9,3,faosp,0,0,0,17,204,0,0,7306,0,heuristic,17
200,5,0.9,3,vnd,0,0,0,0,980,0,0,5483,0,heuristic,350
200,5,0.9,4,exact,0,0,0,0,980,1173,8278.2,8279,0.00970507,Optimal,88
200,5,0.9,4,faolp,0,0,0,10,276,0,0,8279,0,heuristic,11
200,5,0.9,4,faolr,0,0,0,23,276,0,0,8279,0,heuristic,24
200,5,0.9,4,faosp,0,0,0,13,206,0,0,10281,0,heuristic,14
200,5,0.9,4,vnd,0,0,0,0,980,0,0,8279,0,heuristic,180
200,5,0.9,5,exact,0,0,0,0,980,37,2859,2859,0,Optimal,22
200,5,0.9,5,faolp,0,0,0,7,280,0,0,2862,0,heuristic,8
200,5,0.9,5,faolr,0,0,0,9,280,0,0,2862,0,heuristic,10
200,5,0.9,5,faosp,0,0,0,11,205,0,0,3167,0,heuristic,11
200,5,0.9,5,vnd,0,0,0,0,980,0,0,2859,0,heuristic,80
200,50,0.3,1,exact,0,0,0,0,7550,0,1178.95,1179,0.00385535,Optimal,111
200,50,0.3,1,faolp,0,0,0,37,472,0,0,1181,0,heuristic,43
200,50,0.3,1,faolr,0,0,0,82,471,0,0,1183,0,heuristic,88
200,50,0.3,1,faosp,0,0,0,54,204,0,0,1276,0,heuristic,59
200,50,0.3,1,vnd,0,0,0,0,7550,0,0,1286,0,heuristic,327
200,50,0.3,2,exact,0,0,0,0,7550,0,4100,4100,0,Optimal,111
200,50,0.3,2,faolp,0,0,0,50,493,0,0,4100,0,heuristic,56
200,50,0.3,2,faolr,0,0,0,133,491,0,0,4100,0,heuristic,139
200,50,0.3,2,faosp,0,0,0,62,203,0,0,4501,0,heuristic,66
200,50,0.3,2,vnd,0,0,0,0,7550,0,0,4200,0,heuristic,385
200,50,0.3,3,exact,0,0,0,0,7550,2094,2737.95,2738,0.00165,Optimal,709
200,50,0.3,3,faolp,0,0,0,42,426,0,0,2738,0,heuristic,49
200,50,0.3,3,faolr,0,0,0,102,425,0,0,2738,0,heuristic,108
200,50,0.3,3,faosp,0,0,0,52,201,0,0,3133,0,heuristic,57
200,50,0.3,3,vnd,0,0,0,0,7550,0,0,2771,0,heuristic,445
200,50,0.3,4,exact,0,0,0,0,7550,114,3087.71,3088,0.00950151,Optimal,137
200,50,0.3,4,faolp,0,0,0,41,475,0,0,3091,0,heuristic,47
200,50,0.3,4,faolr,0,0,0,88,473,0,0,3091,0,heuristic,93
200,50,0.3,4,faosp,0,0,0,56,202,0,0,3679,0,heuristic,60
200,50,0.3,4,vnd,0,0,0,0,7550,0,0,3088,0,heuristic,385
200,50,0.3,5,exact,0,0,0,0,7550,12,3657.77,3658,0.00634273,Optimal,150
200,50,0.3,5,faolp,0,0,0,47,500,0,0,3667,0,heuristic,53
200,50,0.3,5,faolr,0,0,0,135,499,0,0,3667,0,heuristic,147
200,50,0.3,5,faosp,0,0,0,64,202,0,0,3946,0,heuristic,68
200,50,0.3,5,vnd,0,0,0,0,7550,0,0,3791,0,heuristic,386
200,50,0.6,1,exact,0,0,0,0,7550,8,859,859,0,Optimal,65
200,50,0.6,1,faolp,0,0,0,28,408,0,0,859,0,heuristic,34
200,50,0.6,1,faolr,0,0,0,59,407,0,0,859,0,heuristic,65
200,50,0.6,1,faosp,0,0,0,32,203,0,0,919,0,heuristic,36
200,50,0.6,1,vnd,0,0,0,0,7550,0,0,859,0,heuristic,318
200,50,0.6,2,exact,0,0,0,0,7550,1074,2761,2761,0,Optimal,156
200,50,0.6,2,faolp,0,0,0,39,419,0,0,2766,0,heuristic,50
200,50,0.6,2,faolr,0,0,0,100,419,0,0,2766,0,heuristic,111
200,50,0.6,2,faosp,0,0,0,38,208,0,0,3248,0,heuristic,42
200,50,0.6,2,vnd,0,0,0,0,7550,0,0,2761,0,heuristic,444
200,50,0.6,3,exact,0,0,0,0,7550,0,1651.89,1652,0.00680816,Optimal,57
200,50,0.6,3,faolp,0,0,0,32,369,0,0,1652,0,heuristic,37
200,50,0.6,3,faolr,0,0,0,70,368,0,0,1652,0,heuristic,74
200,50,0.6,3,faosp,0,0,0,32,200,0,0,1849,0,heuristic,36
200,50,0.6,3,vnd,0,0,0,0,7550,0,0,1652,0,heuristic,292
200,50,0.6,4,exact,0,0,0,0,7550,252,2504.78,2505,0.00895678,Optimal,86
200,50,0.6,4,faolp,0,0,0,43,399,0,0,2507,0,heuristic,49
200,50,0.6,4,faolr,0,0,0,108,399,0,0,2507,0,heuristic,114
200,50,0.6,4,faosp,0,0,0,33,207,0,0,3004,0,heuristic,37
200,50,0.6,4,vnd,0,0,0,0,7550,0,0,2505,0,heuristic,322
200,50,0.6,5,exact,0,0,0,0,7550,1001,2415.8,2416,0.00818532,Optimal,152
200,50,0.6,5,faolp,0,0,0,33,372,0,0,2419,0,heuristic,40
200,50,0.6,5,faolr,0,0,0,89,372,0,0,2419,0,heuristic,95
200,50,0.6,5,faosp,0,0,0,33,204,0,0,2875,0,heuristic,38
200,50,0.6,5,vnd,0,0,0,0,7550,0,0,2425,0,heuristic,446
200,50,0.9,1,exact,0,0,0,0,7550,0,280,280,0,Optimal,42
200,50,0.9,1,faolp,0,0,0,21,300,0,0,280,0,heuristic,26
200,50,0.9,1,faolr,0,0,0,55,297,0,0,280,0,heuristic,59
200,50,0.9,1,faosp,0,0,0,19,204,0,0,310,0,heuristic,24
200,50,0.9,1,vnd,0,0,0,0,7550,0,0,280,0,heuristic,227
200,50,0.9,2,exact,0,0,0,0,7550,0,721,721,0,Optimal,37
200,50,0.9,2,faolp,0,0,0,19,281,0,0,721,0,heuristic,24
200,50,0.9,2,faolr,0,0,0,27,281,0,0,721,0,heuristic,31
200,50,0.9,2,faosp,0,0,0,17,203,0,0,829,0,heuristic,21
200,50,0.9,2,vnd,0,0,0,0,7550,0,0,721,0,heuristic,234
200,50,0.9,3,exact,0,0,0,0,7550,0,421,421,0,Optimal,38
200,50,0.9,3,faolp,0,0,0,15,279,0,0,421,0,heuristic,20
200,50,0.9,3,faolr,0,0,0,24,279,0,0,421,0,heuristic,28
200,50,0.9,3,faosp,0,0,0,17,201,0,0,436,0,heuristic,22
200,50,0.9,3,vnd,0,0,0,0,7550,0,0,421,0,heuristic,237
200,50,0.9,4,exact,0,0,0,0,7550,0,543,543,0,Optimal,38
200,50,0.9,4,faolp,0,0,0,17,277,0,0,545,0,heuristic,21
200,50,0.9,4,faolr,0,0,0,34,277,0,0,545,0,heuristic,38
200,50,0.9,4,faosp,0,0,0,18,205,0,0,657,0,heuristic,22
200,50,0.9,4,vnd,0,0,0,0,7550,0,0,543,0,heuristic,215
200,50,0.9,5,exact,0,0,0,0,7550,0,735,735,0,Optimal,38
200,50,0.9,5,faolp,0,0,0,19,292,0,0,735,0,heuristic,24
200,50,0.9,5,faolr,0,0,0,41,292,0,0,735,0,heuristic,46
200,50,0.9,5,faosp,0,0,0,19,202,0,0,844,0,heuristic,24
200,50,0.9,5,vnd,0,0,0,0,7550,0,0,735,0,heuristic,243
