r,100,100,0.3,1,faolr,0,0,0,11,145,0,0,87,0,heuristic,14
r,100,100,0.3,2,faolr,0,0,0,20,142,0,0,81,0,heuristic,23
r,100,100,0.3,3,faolr,0,0,0,12,145,0,0,106,0,heuristic,15
r,100,100,0.3,4,faolr,0,0,0,9,137,0,0,67,0,heuristic,11
r,100,100,0.3,5,faolr,0,0,0,14,145,0,0,133,0,heuristic,16
r,100,100,0.6,1,faolr,0,0,0,11,143,0,0,97,0,heuristic,13
r,100,100,0.6,2,faolr,0,0,0,10,133,0,0,59,0,heuristic,12
r,100,100,0.6,3,faolr,0,0,0,12,128,0,0,53,0,heuristic,14
r,100,100,0.6,4,faolr,0,0,0,13,157,0,0,134,0,heuristic,15
r,100,100,0.6,5,faolr,0,0,0,17,142,0,0,86,0,heuristic,19
r,100,100,0.9,1,faolr,0,0,0,11,162,0,0,92,0,heuristic,13
r,100,100,0.9,2,faolr,0,0,0,11,150,0,0,66,0,heuristic,13
r,100,100,0.9,3,faolr,0,0,0,16,143,0,0,65,0,heuristic,19
r,100,100,0.9,4,faolr,0,0,0,10,145,0,0,71,0,heuristic,12
r,100,100,0.9,5,faolr,0,0,0,12,145,0,0,76,0,heuristic,15
r,100,25,0.3,1,faolr,0,0,0,4,132,0,0,231,0,heuristic,4
r,100,25,0.3,2,faolr,0,0,0,4,137,0,0,219,0,heuristic,5
r,100,25,0.3,3,faolr,0,0,0,3,132,0,0,177,0,heuristic,3
r,100,25,0.3,4,faolr,0,0,0,3,134,0,0,151,0,heuristic,4
r,100,25,0.3,5,faolr,0,0,0,3,151,0,0,340,0,heuristic,4
r,100,25,0.6,1,faolr,0,0,0,4,140,0,0,202,0,heuristic,4
r,100,25,0.6,2,faolr,0,0,0,4,138,0,0,235,0,heuristic,5
r,100,25,0.6,3,faolr,0,0,0,5,139,0,0,187,0,heuristic,6
r,100,25,0.6,4,faolr,0,0,0,5,136,0,0,135,0,heuristic,6
r,100,25,0.6,5,faolr,0,0,0,4,144,0,0,293,0,heuristic,5
r,100,25,0.9,1,faolr,0,0,0,3,132,0,0,126,0,heuristic,3
r,100,25,0.9,2,faolr,0,0,0,6,139,0,0,209,0,heuristic,6
r,100,25,0.9,3,faolr,0,0,0,4,141,0,0,137,0,heuristic,4
r,100,25,0.9,4,faolr,0,0,0,3,127,0,0,106,0,heuristic,4
r,100,25,0.9,5,faolr,0,0,0,4,144,0,0,106,0,heuristic,5
r,100,50,0.3,1,faolr,0,0,0,5,136,0,0,96,0,heuristic,6
r,100,50,0.3,2,faolr,0,0,0,8,138,0,0,123,0,heuristic,9
r,100,50,0.3,3,faolr,0,0,0,11,141,0,0,161,0,heuristic,12
r,100,50,0.3,4,faolr,0,0,0,7,152,0,0,135,0,heuristic,8
r,100,50,0.3,5,faolr,0,0,0,10,144,0,0,118,0,heuristic,12
r,100,50,0.6,1,faolr,0,0,0,7,153,0,0,212,0,heuristic,9
r,100,50,0.6,2,faolr,0,0,0,5,134,0,0,104,0,heuristic,7
r,100,50,0.6,3,faolr,0,0,0,6,133,0,0,94,0,heuristic,7
r,100,50,0.6,4,faolr,0,0,0,6,134,0,0,97,0,heuristic,7
r,100,50,0.6,5,faolr,0,0,0,7,141,0,0,127,0,heuristic,9
r,100,50,0.9,1,faolr,0,0,0,5,137,0,0,69,0,heuristic,7
r,100,50,0.9,2,faolr,0,0,0,7,134,0,0,95,0,heuristic,8
r,100,50,0.9,3,faolr,0,0,0,9,135,0,0,90,0,heuristic,10
r,100,50,0.9,4,faolr,0,0,0,6,144,0,0,85,0,heuristic,7
r,100,50,0.9,5,faolr,0,0,0,5,130,0,0,67,0,heuristic,7
r,100,75,0.3,1,faolr,0,0,0,9,136,0,0,72,0,heuristic,11
r,100,75,0.3,2,faolr,0,0,0,8,136,0,0,74,0,heuristic,10
r,100,75,0.3,3,faolr,0,0,0,7,143,0,0,87,0,heuristic,9
r,100,75,0.3,4,faolr,0,0,0,10,138,0,0,89,0,heuristic,12
r,100,75,0.3,5,faolr,0,0,0,9,135,0,0,89,0,heuristic,11
r,100,75,0.6,1,faolr,0,0,0,8,134,0,0,75,0,heuristic,9
r,100,75,0.6,2,faolr,0,0,0,7,146,0,0,131,0,heuristic,9
r,100,75,0.6,3,faolr,0,0,0,9,139,0,0,86,0,heuristic,11
r,100,75,0.6,4,faolr,0,0,0,7,153,0,0,103,0,heuristic,10
r,100,75,0.6,5,faolr,0,0,0,7,136,0,0,81,0,heuristic,9
r,100,75,0.9,1,faolr,0,0,0,19,144,0,0,86,0,heuristic,21
r,100,75,0.9,2,faolr,0,0,0,13,149,0,0,99,0,heuristic,15
r,100,75,0.9,3,faolr,0,0,0,11,146,0,0,75,0,heuristic,13
r,100,75,0.9,4,faolr,0,0,0,9,145,0,0,87,0,heuristic,11
r,100,75,0.9,5,faolr,0,0,0,9,144,0,0,96,0,heuristic,10
r,200,100,0.3,1,faolr,0,0,0,358,294,0,0,175,0,heuristic,386
r,200,100,0.3,2,faolr,0,0,0,453,313,0,0,165,0,heuristic,481
r,200,100,0.3,3,faolr,0,0,0,152,307,0,0,128,0,heuristic,179
r,200,100,0.3,4,faolr,0,0,0,164,312,0,0,148,0,heuristic,191
r,200,100,0.3,5,faolr,0,0,0,488,321,0,0,206,0,heuristic,517
r,200,100,0.6,1,faolr,0,0,0,326,310,0,0,161,0,heuristic,353
r,200,100,0.6,2,faolr,0,0,0,331,308,0,0,171,0,heuristic,359
r,200,100,0.6,3,faolr,0,0,0,271,315,0,0,156,0,heuristic,299
r,200,100,0.6,4,faolr,0,0,0,417,286,0,0,159,0,heuristic,445
r,200,100,0.6,5,faolr,0,0,0,156,296,0,0,122,0,heuristic,183
r,200,100,0.9,1,faolr,0,0,0,214,315,0,0,127,0,heuristic,241
r,200,100,0.9,2,faolr,0,0,0,354,304,0,0,129,0,heuristic,381
r,200,100,0.9,3,faolr,0,0,0,232,334,0,0,142,0,heuristic,261
r,200,100,0.9,4,faolr,0,0,0,290,321,0,0,126,0,heuristic,317
r,200,100,0.9,5,faolr,0,0,0,166,336,0,0,150,0,heuristic,194
r,200,25,0.3,1,faolr,0,0,0,98,286,0,0,264,0,heuristic,104
r,200,25,0.3,2,faolr,0,0,0,109,286,0,0,259,0,heuristic,115
r,200,25,0.3,3,faolr,0,0,0,31,258,0,0,215,0,heuristic,37
r,200,25,0.3,4,faolr,0,0,0,54,282,0,0,265,0,heuristic,60
r,200,25,0.3,5,faolr,0,0,0,34,285,0,0,280,0,heuristic,40
r,200,25,0.6,1,faolr,0,0,0,37,274,0,0,202,0,heuristic,43
r,200,25,0.6,2,faolr,0,0,0,41,295,0,0,230,0,heuristic,48
r,200,25,0.6,3,faolr,0,0,0,71,275,0,0,216,0,heuristic,77
r,200,25,0.6,4,faolr,0,0,0,40,279,0,0,239,0,heuristic,46
r,200,25,0.6,5,faolr,0,0,0,49,273,0,0,225,0,heuristic,55
r,200,25,0.9,1,faolr,0,0,0,36,277,0,0,188,0,heuristic,42
r,200,25,0.9,2,faolr,0,0,0,96,290,0,0,247,0,heuristic,103
r,200,25,0.9,3,faolr,0,0,0,64,291,0,0,180,0,heuristic,70
r,200,25,0.9,4,faolr,0,0,0,121,296,0,0,215,0,heuristic,127
r,200,25,0.9,5,faolr,0,0,0,40,292,0,0,193,0,heuristic,46
r,200,50,0.3,1,faolr,0,0,0,92,296,0,0,200,0,heuristic,104
r,200,50,0.3,2,faolr,0,0,0,92,314,0,0,198,0,heuristic,106
r,200,50,0.3,3,faolr,0,0,0,88,293,0,0,191,0,heuristic,102
r,200,50,0.3,4,faolr,0,0,0,280,313,0,0,280,0,heuristic,296
