1 66.67
2 85.71
3 71.43
4 72.73
5 72.73
6 57.14
7 57.14
8 40.54
9 70.59
10 40
11 42.61
12 44.34
13 31.9
14 41.5
15 27.32
16 6.50
17 7.27
18 13.81
19 6.41
