10 0.763 0.764 0.970 0.625
11 0.751 0.752 0.988 0.622
12 0.729 0.735 0.994 0.617
13 0.718 0.723 0.997 0.618
14 0.702 0.702 0.998 0.620
15 0.690 0.688 0.999 0.625
16 0.676 0.675 0.999 0.629
17 0.658 0.665 0.999 0.640
18 0.646 0.648 0.999 0.642
19 0.636 0.639 0.999 0.656
20 0.624 0.629 0.999 0.672
21 0.617 0.625 0.999 0.686
22 0.595 0.604 0.999 0.691
23 0.587 0.596 0.999 0.712
24 0.575 0.588 0.999 0.726
25 0.572 0.586 0.999 0.738
