10 106 108
11 106 90
12 127 115
13 120 114
14 137 117
15 157 125
16 129 127
17 161 128
18 186 168
19 188 168
20 213 196
21 205 174
22 186 182
23 211 184
24 227 209
25 234 199
26 243 217
27 260 236
28 277 252
29 274 244
30 289 242
31 284 257
32 291 261
33 337 292
34 321 272
35 338 296
36 347 299
37 309 271
38 354 312
39 363 327
40 362 322
41 393 314
42 369 329
43 396 334
44 409 351
45 426 364
46 442 379
47 445 380
48 445 394
49 461 399
50 471 395
