dataset,benchmark,inputs,outputs,size,depth,has-simd,threads,computers,bitset-size,has-cache,has-gray-code,has-sort,has-watch,max-memory,sum-memory,same-found,done,complete,time,energy,ids
MCNC,misex2,25,18,163,11,1,1,1,0,0,0,0,0,252256256,252256256,0,1,1,0.18661075600000002,126.79042966490502,75
MCNC,misj,35,14,93,6,0,1,1,0,0,0,0,0,8589934592,8589934592,0,0,0,0.0,0.0,76
MCNC,misj,35,14,93,6,1,1,1,0,0,0,0,0,8589934592,8589934592,0,0,0,0.0,0.0,77
MCNC,mux,21,1,109,13,0,1,1,0,0,0,0,0,16420864,16420864,0,1,1,0.09661261,85.84309514752947,78
MCNC,mux,21,1,109,13,1,1,1,0,0,0,0,0,16404480,16404480,0,1,1,0.010136442,85.84309514752947,79
MCNC,my_adder,33,17,227,49,0,1,1,0,0,0,0,0,8589934592,8589934592,0,0,0,0.0,0.0,80
MCNC,my_adder,33,17,227,49,1,1,1,0,0,0,0,0,8589934592,8589934592,0,0,0,0.0,0.0,81
MCNC,pcler8,27,17,116,11,0,1,1,0,0,0,0,0,910573568,910573568,0,1,1,5.062673996,52.82867668273253,82
MCNC,pcler8,27,17,116,11,1,1,1,0,0,0,0,0,910548992,910548992,0,1,1,0.5482481109999999,52.82867668273253,83
MCNC,seq,41,35,2488,29,0,1,1,0,0,0,0,0,8589934592,8589934592,0,0,0,0.0,0.0,84
MCNC,seq,41,35,2488,29,1,1,1,0,0,0,0,0,8589934592,8589934592,0,0,0,0.0,0.0,85
MCNC,signet,39,8,345,15,0,1,1,0,0,0,0,0,8589934592,8589934592,0,0,0,0.0,0.0,86
MCNC,signet,39,8,345,15,1,1,1,0,0,0,0,0,8589934592,8589934592,0,0,0,0.0,0.0,87
MCNC,t1,21,23,382,17,0,1,1,0,0,0,0,0,31793152,31793152,0,1,1,0.36776896,311.9864452926923,88
MCNC,t1,21,23,382,17,1,1,1,0,0,0,0,0,31719424,31719424,0,1,1,0.027918824,311.9864452926923,89
MCNC,term1,34,10,357,16,0,1,1,0,0,0,0,0,8589934592,8589934592,0,0,0,0.0,0.0,90
MCNC,term1,34,10,357,16,1,1,1,0,0,0,0,0,8589934592,8589934592,0,0,0,0.0,0.0,91
MCNC,too_large,38,3,866,30,0,1,1,0,0,0,0,0,8589934592,8589934592,0,0,0,0.0,0.0,92
MCNC,too_large,38,3,866,30,1,1,1,0,0,0,0,0,8589934592,8589934592,0,0,0,0.0,0.0,93
MCNC,ts10,22,16,249,9,0,1,1,0,0,0,0,0,34873344,34873344,0,1,1,0.44886961200000003,204.0860472067145,94
MCNC,ts10,22,16,249,9,1,1,1,0,0,0,0,0,34729984,34729984,0,1,1,0.03778264,204.0860472067145,95
MCNC,ttt2,24,21,264,11,0,1,1,0,0,0,0,0,187269120,187269120,0,1,1,1.865666827,208.34765573505086,96
MCNC,ttt2,24,21,264,11,1,1,1,0,0,0,0,0,187293696,187293696,0,1,1,0.150709969,208.34765573505086,97
MCNC,unreg,36,16,165,5,0,1,1,0,0,0,0,0,8589934592,8589934592,0,0,0,0.0,0.0,98
MCNC,unreg,36,16,165,5,1,1,1,0,0,0,0,0,8589934592,8589934592,0,0,0,0.0,0.0,99
MCNC,vg2,25,8,191,11,0,1,1,0,0,0,0,0,311132160,311132160,0,1,1,2.72122027,148.84994028818068,100
