320	193.9004812	5E-05	61.7211596	0.05875375	0	7E-07	0.01015415	0.00566615	0	0	3.25E-06	4.9999E-08	0	0	0	6E-07	1.3E-06	0.1011777	0	0	0	4.9999E-08	0	0	0	0	0	0	0	0	4.9999E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.96559275	0.90463315	0.4475207	0.7126182	0.50835055	0.28037095	0.50511165	0.4105088	0.1874786	0.1274693	0.34518695	0.2317079	0.3737065	0.0703627	1.48289195	0.20987965	0.3414395	0.1949794	0.22486775	0.1457104	0.26902235	0.08837435	0.30141725	0.3287694	0.11584495	0.09197205	0.04034715	0.0753808	0.1631975	0.1487474	0.30237115	0.23293015	0.0989446	0.236745	0.11971615	0.0411646	0.0838249	0.1904964	0.1768842	0.17613855	0.0453954	0.1788583	0.05139595	0.11045935	0.0242867	0.05912735	0.1169488	0.07380175	0.2860678
2.555E-05	3.725E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.20472015	0.1528158	0.1002753	0.11493285	0.10598895	0.12855985	0.07502765	0.06862065	0.08035315	0.0690888	0.07399975	0.07369275	0.075996	0.05355145	0.25921305	0.0371817	0.048249	0.051199	0.03450825	0.03211915	0.0535737	0.02790555	0.0380067	0.05328815	0.0175983	0.00788945	0.0138341	0.0213067	0.04252645	0.02905035	0.0396031	0.0423696	0.0317068	0.05935395	0.0309089	0.03636395	0.0214211	0.0234186	0.0309884	0.01880995	0.0250315	0.03238475	0.02144155	0.0266368	0.0058111	0.014732	0.03293435	0.03661155	0.02842045
0.0634726	0.0486827	0.0502976	0.05198605	0.0546765	0.05223865	0.04030045	0.03901895	0.04024865	0.0348833	0.036844	0.03997465	0.03762125	0.03464145	0.0264448	0.03308825	0.03353385	0.03581395	0.02838015	0.03402295	0.029836	0.03211215	0.02975795	0.02967245	0.03030805	0.02956135	0.02809475	0.03270255	0.02790715	0.0320973	0.0310383	0.03090835	0.0314616	0.02908485	0.03104215	0.0262272	0.02727335	0.0269633	0.0301655	0.0295486	0.0287164	0.0270118	0.0281977	0.02695015	0.0231479	0.02906555	0.02848045	0.02588645	0.0305222
0.0515937	0.0420553	0.0432314	0.03839695	0.0394818	0.0399987	0.02788105	0.0306847	0.023017	0.0200983	0.02305425	0.0217687	0.02258845	0.0215579	0.0075601	0.0143756	0.01905285	0.0253584	0.01613815	0.014762	0.01674825	0.0130788	0.0181616	0.013581	0.01036805	0.01151565	0.01367125	0.01363695	0.01365865	0.0163444	0.01482505	0.0130121	0.0133219	0.0134994	0.01426175	0.00832995	0.0122933	0.0136215	0.0128036	0.0123403	0.0113203	0.01352095	0.0141925	0.01123965	0.010029	0.01022395	0.0133601	0.0101583	0.01145685
0.8186549	0.73957165	0.7406413	0.7365015	0.70578645	0.73790955	0.29410325	0.35441695	0.23738775	0.51471675	0.22776075	0.2552733	0.34422875	0.33991825	0.5418192	0.29108845	0.36444755	0.48961685	0.508224	0.27041945	0.26880865	0.3898199	0.4800354	0.23801395	0.4567425	0.3208153	0.3065562	0.28389285	0.2519122	0.2523965	0.24116145	0.207785	0.26986	0.19833425	0.26124605	0.2733802	0.36650555	0.27603815	0.231237	0.19708925	0.34038865	0.24445425	0.2639199	0.2273191	0.3706442	0.26524645	0.24506	0.25029055	0.19739365
1.7721958	1.69781505	1.7277114	1.5089681	1.57045735	1.61019085	1.4148765	1.3110244	1.11981745	1.16598455	1.1800169	0.9247735	1.22869665	1.21450785	0.8663852	0.85279435	1.0951025	1.0892593	1.07084365	0.8901167	1.01232995	1.0786871	0.93967495	0.94160485	1.00717435	0.7465818	1.013451	1.00923285	0.9642082	0.95311755	0.88139655	0.9751196	0.91999075	1.0307842	0.94478905	0.8160382	0.9957905	0.8400647	0.891544	0.90887805	0.8865328	0.8667991	0.88844675	0.96499805	0.76555965	0.85193605	0.9254454	0.8909528	0.91773115
177.5339422	160.7341363	136.65329	173.6010394	133.6697241	118.5759252	113.7151907	139.5727717	114.4968488	95.0238584	119.2286578	105.0557709	103.1903028	105.8864773	124.2961576	82.42316255	69.6181862	112.3767581	104.8047058	84.74886085	72.59384005	21.83901515	85.1551789	111.623327	58.89100205	58.41405	55.3515809	53.9413404	76.312285	69.12442515	80.48513445	76.32898385	76.58822735	101.6094675	54.84659585	63.74042435	53.8779123	39.3250781	103.004698	81.4189226	69.7124431	63.59968385	55.37238075	52.54764255	14.68255825	69.3292915	81.6272204	38.85553315	63.97981485
